featureid	rab.all	rab.win.mother-post	rab.win.non-pregnant	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	-0.286566549735364	-0.367042293662581	-0.17100267464106	0.269210009283958	4.67373727131955	0.0541134991832612	0.474421109935849	0.510424644650909	0.940569887181147	0.499780584914465	0.940180239787322
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.634574095917654	0.35427545389357	0.998158951902779	0.623148974438209	5.63162691076907	0.0993131474936469	0.451803986097519	0.46957474546232	0.951155265339918	0.460335750138679	0.944158956539004
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillales_P5D1-392;g__unknown_Lactobacillales_P5D1-392	-0.323299325403116	-0.273459615491462	-0.410658807335861	-0.114355278230449	4.29857685079018	-0.0277429490882538	0.485729671858323	0.48583370756247	0.945588782585718	0.509797825446688	0.942573188659689
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	-0.155462375251914	-0.258393150531615	-0.043407110833293	0.376344831385187	5.03106351740605	0.0665511286717975	0.466343565706632	0.524065189756287	0.952221461095873	0.534984636915575	0.942296281491601
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	11.1626451905952	11.128470221327	11.2130223165711	0.0185544279843928	1.31545301740751	0.0137879427229098	0.49434571903811	0.84596212286617	0.979555664553474	0.796136498586205	0.978263785117992
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__unknown_Lactobacillales;g__unknown_Lactobacillales	-0.370444310143748	-0.358989111292098	-0.390056112521993	0.143331416541432	4.35197738150834	0.0278228237022568	0.4859913796495	0.569516042762134	0.959344257600143	0.556121226276114	0.958293017190401
d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma	0.389059237789072	0.407214088210908	0.370183834107647	-0.000704446807041847	4.72522020406214	-9.35069325729799e-05	0.499461206909586	0.564580637587255	0.959574089851191	0.597402632963773	0.956896162692225
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella	7.25292578043038	7.23940750882756	7.26250460891263	-0.086019291747589	1.88237063847098	-0.0425662652530023	0.482758621107246	0.837749205228945	0.976820795416849	0.812148035668627	0.978509370894058
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus	-0.17259550302378	-0.208943197000423	-0.143489081988935	-0.0125490039373553	4.77292068579058	-0.00226594844507665	0.49919224557687	0.529022306842992	0.945177909964196	0.55549684209699	0.951486130190959
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014	1.18222803420563	1.40957308702801	0.979114627018205	-0.303816072915247	5.03972075598766	-0.0580723435230486	0.470113086346791	0.592451856356059	0.958649953278521	0.633242218605433	0.960199230489338
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group;g__Clostridia_vadinBB60_group	-0.341601574908059	-0.354492181369809	-0.327758426944277	-0.0496879539411301	4.18197765331153	-0.00956556564055006	0.496499730833109	0.492468782523483	0.947151037762964	0.510545943775332	0.951380977598047
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio	-0.254543143008665	-0.240665058237382	-0.268848482222062	0.123764179131309	4.60942124780613	0.0228519606620125	0.487883683653227	0.550653755392442	0.955309352203191	0.557470067437522	0.953621131000445
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella	1.47010036815417	1.3471257150176	1.64239432720053	0.40995692550341	5.02671093598482	0.0664417935992484	0.460958536221186	0.616515277191263	0.964654341920743	0.623788405423922	0.963712831330754
